MONTOAPROBADO;CALIFICACION_TOTAL;INGRESONETOCLIENTE;TUVOMORA
100000;330;56000;1
100000;331;95000;1
100000;331;-17000;0
100000;332;-24000;1
100000;332;25900;0
100000;333;23000;1
100000;334;445000;1
100000;334;42200;1
100000;337;366000;0
100000;337;127600;1
100000;337;13700;1
100000;340;27000;0
100000;340;2926425;1
100000;340;84000;1
100000;340;58500;1
100000;340;28400;0
100000;340;101000;1
100000;341;705800;0
100000;346;705800;0
100000;346;233700;1
100000;346;136000;1
100000;355;24500;1
100000;356;62200;1
100000;357;32000;1
100000;357;40900;0
100000;358;21000;0
100000;361;1201770;1
100000;361;148000;1
100000;363;24500;0
100000;366;99000;1
100000;367;1365700;1
100000;367;-70000;1
100000;368;47500;1
100000;372;-4000;1
100000;373;32225;1
100000;373;21800;1
100000;375;2061000;1
100000;376;2192000;1
100000;376;-27800;0
100000;376;40000;1
100000;376;53800;1
100000;376;82000;0
100000;377;33500;1
100000;378;-45000;0
100000;379;-59000;1
100000;381;283500;1
100000;382;71000;0
100000;384;33500;1
100000;385;765900;1
100000;388;20000;0
100000;388;20200;1
100000;388;24800;1
100000;388;-5000;0
100000;390;26300;1
100000;391;-2700;1
100000;393;-45000;1
100000;393;-22400;1
100000;399;111200;1
100000;400;111200;1
100000;402;44500;1
100000;553;32500;0
100000;562;22000;1
100000;563;29000;0
100000;569;105000;0
100000;571;37000;0
100000;573;0;0
100000;574;17000;0
100000;575;0;0
100000;575;50000;0
100000;575;34000;0
100000;575;45000;0
100000;575;48000;0
100000;576;45000;0
100000;577;20000;0
100000;578;60000;0
100000;580;40000;0
100000;580;170500;0
100000;581;112600;1
100000;582;30400;1
100000;583;20500;0
100000;583;40000;0
100000;583;35000;0
100000;586;42000;0
100000;589;0;0
100000;590;65000;0
100000;592;0;0
100000;593;0;0
100000;593;0;1
100000;593;71000;0
100000;593;33900;0
100000;595;80000;0
100000;595;38000;0
100000;595;47500;1
100000;595;19000;0
100000;595;26000;0
100000;595;69000;0
100000;596;-45000;1
100000;596;28500;0
100000;597;50000;0
100000;598;75000;0
100000;599;68000;0
100000;599;40000;1
100000;599;30500;0
100000;599;30200;1
100000;599;53000;1
100000;601;0;0
100000;602;20000;0
100000;602;90000;0
100000;602;100000;0
100000;603;41400;1
100000;604;0;0
100000;604;37400;1
100000;604;66500;0
100000;605;210000;1
100000;605;22500;1
100000;606;0;0
100000;606;55300;1
100000;606;100000;1
100000;607;25000;0
100000;607;23500;1
100000;607;46000;1
100000;608;60000;0
100000;611;-8000;0
100000;611;0;1
100000;613;22000;1
100000;614;77000;0
100000;614;46000;0
100000;615;10500;0
100000;615;88500;0
100000;616;0;0
100000;616;61600;0
100000;617;18200;1
100000;619;72500;0
100000;619;-83100;1
100000;619;46800;0
100000;619;59000;0
100000;620;129000;0
100000;620;89600;1
100000;621;23500;0
100000;621;20000;0
100000;622;98000;1
100000;623;17000;0
100000;623;79000;0
100000;624;34000;0
100000;625;269000;0
100000;625;0;1
100000;625;32513;0
100000;625;34250;0
100000;625;198000;0
100000;626;30000;1
100000;627;30000;1
100000;627;56000;1
100000;628;0;1
100000;628;34000;0
100000;631;0;1
100000;631;60000;0
100000;633;40000;1
100000;633;7000;0
100000;633;80000;0
100000;634;15000;1
100000;634;34000;0
100000;635;31000;0
100000;636;22000;0
100000;637;24000;0
100000;637;0;1
100000;637;17000;1
100000;637;27500;1
100000;637;27000;0
100000;637;22500;1
100000;637;60000;0
100000;637;88500;0
100000;637;33900;0
100000;638;-12000;1
100000;638;23000;0
100000;639;44000;0
100000;639;238000;1
100000;640;21400;1
100000;640;51000;0
100000;641;-10000;1
100000;641;-27000;0
100000;641;43500;1
100000;642;18000;1
100000;642;78000;0
100000;643;0;0
100000;643;-27000;0
100000;643;75000;0
100000;643;102000;0
100000;644;40000;1
100000;644;44900;1
100000;645;25500;0
100000;645;40000;1
100000;645;8000;1
100000;645;60000;0
100000;645;68000;0
100000;645;55000;0
100000;645;81000;1
100000;645;100000;0
100000;646;18500;0
100000;646;34000;0
100000;647;130300;1
100000;647;-19600;1
100000;647;27000;0
100000;647;41000;0
100000;647;35000;0
100000;648;23000;0
100000;648;110000;0
100000;649;58000;0
100000;649;-8200;1
100000;649;47500;0
100000;649;53000;1
100000;649;100000;0
100000;650;29000;0
100000;651;188000;1
100000;651;26000;1
100000;651;51000;0
100000;651;60500;1
100000;652;18000;0
100000;653;-13800;0
100000;654;-50646;0
100000;654;0;1
100000;654;-20800;0
100000;654;-22300;1
100000;655;0;0
100000;655;111800;1
100000;655;32500;1
100000;655;34000;1
100000;656;36500;0
100000;656;0;1
100000;656;-90800;1
100000;656;20000;0
100000;656;133000;0
100000;657;180000;1
100000;657;41000;0
100000;657;60000;1
100000;658;20000;0
100000;658;-45600;0
100000;658;51000;0
100000;659;30400;1
100000;659;31500;0
100000;660;53000;0
100000;660;78000;0
100000;661;52200;1
100000;661;46000;0
100000;661;32000;0
100000;662;0;0
100000;662;40000;1
100000;662;-20300;0
100000;662;-35800;1
100000;662;-44800;1
100000;662;20950;1
100000;663;37000;0
100000;663;23000;1
100000;663;34000;0
100000;664;41600;0
100000;664;-49000;1
100000;664;7500;1
100000;664;50750;1
100000;664;80000;1
100000;665;242600;0
100000;666;41000;1
100000;666;13000;1
100000;667;165000;0
100000;667;33000;1
100000;667;55000;0
100000;668;0;0
100000;668;0;1
100000;668;-12000;0
100000;668;17000;0
100000;668;27500;1
100000;668;30300;1
100000;668;183000;1
100000;668;362500;0
100000;669;101000;0
100000;669;-30000;1
100000;669;-12000;0
100000;669;38000;0
100000;669;29000;1
100000;669;65000;1
100000;670;121000;0
100000;670;30000;1
100000;670;29000;1
100000;671;5000;1
100000;672;26800;0
100000;672;15000;1
100000;672;-28400;1
100000;672;15000;1
100000;672;51000;0
100000;672;63000;1
100000;673;27000;0
100000;673;26000;1
100000;673;27000;0
100000;673;45000;1
100000;673;46000;1
100000;673;133000;0
100000;674;27500;0
100000;674;0;1
100000;674;55500;0
100000;675;145000;0
100000;675;0;1
100000;675;-28400;1
100000;675;27500;1
100000;675;46000;0
100000;675;51000;0
100000;675;43000;1
100000;675;133000;0
100000;676;177000;0
100000;676;-20700;0
100000;676;-55000;1
100000;676;163500;1
100000;677;58000;1
100000;677;56000;1
100000;677;102000;0
100000;678;26400;0
100000;678;0;1
100000;679;0;0
100000;679;0;1
100000;679;198000;1
100000;680;19000;1
100000;680;64000;0
100000;680;266400;1
100000;681;-10000;0
100000;681;58000;1
100000;681;-52000;1
100000;681;-27000;0
100000;681;28500;1
100000;681;-5000;0
100000;681;103500;1
100000;681;102600;0
100000;681;89600;1
100000;681;217500;0
100000;682;64000;0
100000;682;-30000;1
100000;682;35200;1
100000;682;55500;0
100000;682;87000;1
100000;683;-2200;1
100000;683;51000;1
100000;683;64500;1
100000;683;80000;1
100000;684;42000;1
100000;684;23000;1
100000;684;10200;0
100000;684;102000;1
100000;684;78500;0
100000;685;-69000;0
100000;686;33600;1
100000;686;32000;0
100000;687;0;0
100000;687;-100;1
100000;687;-20700;0
100000;687;32000;1
100000;687;47500;1
100000;687;110000;0
100000;687;132100;0
100000;688;60000;0
100000;688;27500;1
100000;688;-2000;1
100000;688;68500;1
100000;688;132000;0
100000;689;25000;0
100000;689;-60000;1
100000;689;32000;1
100000;689;55500;1
100000;689;51000;1
100000;690;-14500;0
100000;690;32700;1
100000;690;102000;0
100000;691;-1000;0
100000;691;21000;1
100000;691;-26800;1
100000;691;31500;1
100000;691;41600;0
100000;691;26000;0
100000;691;107000;0
100000;691;266400;1
100000;692;0;0
100000;692;100600;1
100000;692;-20500;1
100000;692;-14800;1
100000;692;-28800;1
100000;692;-31300;1
100000;692;67000;1
100000;693;50000;0
100000;693;81600;1
100000;693;-16300;1
100000;693;-28800;1
100000;693;40000;1
100000;693;30000;0
100000;693;69000;1
100000;694;0;1
100000;694;11000;1
100000;694;134000;1
100000;695;0;0
100000;695;87100;1
100000;695;12000;1
100000;695;44900;0
100000;695;76000;1
100000;695;23000;1
100000;696;-10100;1
100000;696;33000;0
100000;697;-29000;0
100000;697;90000;1
100000;697;-14800;1
100000;697;-23400;0
100000;697;30400;1
100000;698;56500;1
100000;698;6000;1
100000;698;46000;0
100000;699;188000;1
100000;699;68500;1
100000;700;98000;0
100000;700;0;1
100000;700;33000;1
100000;700;26000;0
100000;700;31000;1
100000;700;-19100;1
100000;700;60900;0
100000;701;46900;0
100000;701;32400;1
100000;701;-31300;1
100000;701;72200;1
100000;702;800;0
100000;702;2472000;0
100000;703;0;1
100000;704;-34500;0
100000;705;41000;0
100000;705;-59000;1
100000;705;23000;0
100000;705;-21000;1
100000;705;133500;0
100000;706;106500;1
100000;706;-22900;1
100000;706;43500;1
100000;707;0;0
100000;707;35000;1
100000;707;-20700;0
100000;708;67000;1
100000;709;184500;0
100000;709;0;1
100000;709;43200;1
100000;709;-25500;1
100000;709;-19600;0
100000;709;294000;1
100000;710;107500;0
100000;710;56000;1
100000;710;42000;0
100000;710;25500;1
100000;711;20200;1
100000;711;132100;0
100000;712;15000;1
100000;713;-20000;1
100000;713;-27300;0
100000;713;20950;1
100000;714;-20700;1
100000;714;61000;0
100000;715;90000;0
100000;715;-38900;1
100000;715;-17800;1
100000;715;-4800;1
100000;715;58500;1
100000;716;134000;0
100000;717;40000;0
100000;717;120800;1
100000;717;23000;0
100000;717;23000;1
100000;717;47000;1
100000;717;53000;0
100000;718;55000;0
100000;718;38000;1
100000;718;-17000;0
100000;718;-59000;1
100000;718;44200;0
100000;719;1784900;1
100000;719;-20300;0
100000;720;1775000;0
100000;720;73300;1
100000;720;25500;1
100000;721;43600;0
100000;721;158700;1
100000;721;17000;1
100000;721;40100;1
100000;721;71000;1
100000;721;193000;1
100000;722;43600;0
100000;723;45900;0
100000;723;54500;1
100000;723;-27300;0
100000;723;-40800;0
100000;723;133000;1
100000;724;105000;0
100000;725;40000;0
100000;725;-32800;1
100000;726;50000;1
100000;726;-71300;1
100000;726;48000;1
100000;726;139300;0
100000;727;385800;0
100000;727;107500;1
100000;727;-13800;1
100000;727;-26000;1
100000;727;33000;1
100000;728;-10500;1
100000;728;40100;1
100000;729;-17000;0
100000;729;1000;1
100000;729;-52000;1
100000;729;63500;0
100000;729;42000;0
100000;729;112400;0
100000;730;-18700;1
100000;730;-23700;1
100000;731;-147000;0
100000;731;176100;1
100000;731;40000;1
100000;733;26000;0
100000;733;302000;1
100000;733;-21000;0
100000;733;-41600;1
100000;733;39000;1
100000;733;61600;1
100000;734;1148200;1
100000;734;35600;1
100000;735;-10500;1
100000;735;46000;0
100000;735;114000;0
100000;736;271100;0
100000;737;20000;1
100000;738;20600;1
100000;739;-14500;0
100000;739;-14200;1
100000;739;-22500;1
100000;739;-19500;1
100000;739;39700;1
100000;739;45000;1
100000;739;130000;0
100000;741;60000;1
100000;741;-52000;1
100000;741;51000;1
100000;741;54500;1
100000;742;0;0
100000;743;32200;1
100000;744;59000;1
100000;744;30000;0
100000;744;44000;1
100000;745;253000;0
100000;745;231500;1
100000;745;63000;1
100000;747;30000;1
100000;748;23000;1
100000;748;28500;1
100000;749;-29300;1
100000;749;10200;0
100000;749;69000;1
100000;749;102400;1
100000;750;170000;0
100000;750;155500;1
100000;750;-20000;1
100000;751;124000;0
100000;751;-104300;0
100000;751;25000;1
100000;753;361300;0
100000;753;-28000;1
100000;753;-20000;1
100000;753;59500;1
100000;755;57100;1
100000;756;-33900;1
100000;756;29000;1
100000;757;30000;1
100000;757;41600;0
100000;758;40000;1
100000;758;54000;1
100000;759;-2000;1
100000;759;18200;0
100000;760;1000;1
100000;761;94700;0
100000;761;-120000;1
100000;763;111500;0
100000;764;18000;1
100000;765;72905;1
100000;770;67000;0
100000;771;40000;1
100000;772;83700;1
100000;773;-29000;1
100000;773;11200;1
100000;774;20000;1
100000;774;70000;1
100000;775;100000;1
100000;778;0;1
100000;779;-21000;0
100000;781;28000;1
100000;781;70500;1
100000;785;70000;1
100000;786;29000;1
100000;787;0;0
100000;787;-8000;1
100000;789;-13800;1
100000;791;44000;1
100000;792;-16300;1
100000;797;28700;1
100000;799;-27000;1
100000;800;217000;1
100000;802;29500;1
100000;804;-29800;1
100000;805;686000;1
100000;806;320000;0
100000;807;17000;1
100000;807;15000;1
100000;807;139300;1
100000;808;56000;1
100000;809;60000;1
100000;813;450500;1
100000;813;-65800;0
100000;815;68500;1
100000;815;126900;1
100000;817;17000;1
100000;817;15000;1
100000;818;59500;1
100000;820;30300;1
100000;822;271100;1
100000;825;35000;1
100000;833;-28400;0
100000;835;-20500;1
100000;840;9000;1
100000;846;6000;1
100000;846;67000;0
100000;872;32200;1
100000;874;-66000;1
100000;875;42500;0
100000;884;35600;1
100097;655;-49800;1
100097;759;24000;1
100097;782;24000;1
100100;288;279000;1
100100;301;40000;1
100100;307;279000;1
100100;331;10100;1
100100;331;31900;1
100100;337;29200;1
100100;340;-18800;1
100100;365;17000;1
100100;373;27000;1
100100;378;40000;1
100100;390;860000;1
100194;687;19000;1
100194;695;19000;1
100196;714;50000;1
100300;682;28000;0
100328;643;37300;1
100328;649;15500;0
100328;653;17000;0
100328;671;42000;1
100328;687;1700;0
100328;698;40000;1
100328;717;102000;1
100328;718;40000;1
100328;743;40000;1
100328;764;58000;1
100328;789;40000;1
100485;599;0;1
100485;599;25000;1
100485;599;38400;1
100485;603;45000;0
100485;607;0;0
100485;663;0;0
100485;664;42400;1
100485;667;0;1
100485;683;-20000;1
100485;684;107500;0
100485;686;35000;1
100485;687;33500;1
100485;693;-26500;1
100485;695;0;0
100485;700;-22900;1
100485;709;0;0
100485;711;-21800;0
100485;738;33500;1
100485;743;33500;1
100485;776;-26500;1
100488;721;35000;1
100488;735;-53500;1
100488;793;742900;1
100490;736;13000;1
100500;287;15000;1
100500;567;0;0
100500;576;45000;0
100500;583;28000;1
100500;595;53000;0
100500;633;31000;0
100500;647;35200;0
100500;649;60000;0
100500;667;50000;0
100500;675;96600;0
100500;691;20000;1
100583;617;33000;1
100583;637;0;0
100583;651;0;0
100583;666;34000;1
100583;679;34000;1
100583;683;-8000;0
100583;686;0;0
100583;693;0;0
100583;695;0;1
100583;706;-143000;1
100583;711;50000;1
100583;711;35000;1
100583;714;35000;0
100583;728;87000;0
100583;731;26500;0
100583;737;60820;0
100583;745;-40800;1
100583;757;51000;1
100583;772;87000;0
100583;785;28000;1
100585;670;59000;1
100600;575;60000;1
100600;577;49500;0
100600;590;39000;0
100600;599;0;0
100600;599;0;1
100600;599;58000;0
100600;616;71000;0
100600;625;120000;0
100600;629;5000;0
100600;631;0;1
100600;639;41000;0
100600;642;60000;1
100600;645;26500;0
100600;648;17000;0
100600;649;83000;0
100600;656;49000;0
100600;679;40000;1
100600;706;28000;0
100658;685;39000;1
100658;694;32300;0
100680;668;0;1
100680;694;0;1
100680;705;0;1
100680;756;0;1
100686;723;-19800;0
100686;817;-19800;0
100734;742;42500;1
100800;575;-1000;0
100800;649;84500;0
100824;754;-20700;0
100874;687;120000;0
100971;599;-25000;0
100971;599;0;1
100971;599;37000;1
100971;601;37000;1
100971;607;32000;0
100971;613;40200;0
100971;617;71000;0
100971;619;0;1
100971;623;0;0
100971;627;0;1
100971;629;23000;1
100971;635;0;1
100971;637;0;0
100971;645;0;0
100971;648;25200;0
100971;650;0;1
100971;656;60000;1
100971;659;0;0
100971;661;0;1
100971;662;0;0
100971;662;5000;1
100971;664;25000;1
100971;666;34000;1
100971;667;0;0
100971;667;179500;1
100971;668;91300;0
100971;671;190000;0
100971;673;59500;1
100971;674;-22000;1
100971;674;71000;1
100971;676;160000;0
100971;676;37900;1
100971;680;-20000;1
100971;680;-26000;1
100971;682;-65925;0
100971;687;0;0
100971;689;-30500;1
100971;690;68200;0
100971;691;-15000;0
100971;692;40000;1
100971;693;0;1
100971;693;47400;0
100971;694;30000;0
100971;695;0;0
100971;698;0;0
100971;700;0;1
100971;701;0;0
100971;706;0;0
100971;707;40000;1
100971;708;0;1
100971;709;1128800;1
100971;709;60500;1
100971;712;290000;1
100971;712;60500;1
100971;712;55600;0
100971;723;74700;1
100971;723;96000;1
100971;724;0;0
100971;724;35000;1
100971;724;114000;0
100971;727;55600;1
100971;732;1971000;1
100971;735;0;1
100971;737;41250;1
100971;741;-20000;0
100971;746;41500;0
100971;753;18500;1
100971;756;12500;1
100971;757;-70800;1
100971;772;41500;0
100971;776;12500;1
100976;671;86900;0
100976;724;72300;1
100980;654;0;1
100980;656;40000;1
100980;663;20000;0
100980;665;50000;1
100980;668;20000;0
100980;675;20000;0
100980;689;0;1
100980;703;13300;1
100980;719;0;1
100980;726;0;1
100990;676;60000;0
100990;677;24000;1
100990;701;33160;1
100990;706;-66000;0
100990;707;44000;1
100990;712;45000;1
100990;714;43000;1
100990;736;10054900;1
100990;740;18200;1
100990;761;73200;1
100990;767;-175200;0
100990;776;-175200;0
101000;562;20000;0
101000;571;0;0
101000;587;70000;0
101000;591;0;0
101000;599;30000;1
101000;619;55000;1
101000;623;0;0
101000;624;45000;0
101000;626;88500;0
101000;636;88500;0
101000;640;-27000;0
101000;657;52200;0
101000;663;50000;0
101000;665;78100;0
101000;677;150000;1
101000;691;-21000;0
101078;674;20000;1
101100;607;43000;1
101100;699;54600;0
101165;616;-50100;0
101225;693;233000;1
101225;710;129000;1
101311;682;-40000;0
101400;624;41000;1
101424;649;45000;0
101456;649;0;0
101456;662;0;1
101456;686;60000;1
101456;707;-29000;0
101463;692;27600;1
101463;741;17500;0
101478;677;46800;1
101478;732;261000;0
101478;739;32300;1
101478;797;40100;0
101493;790;193000;1
101500;623;27000;1
101500;638;34000;0
101500;661;91000;0
101500;693;71000;1
101500;707;54600;0
101500;715;43000;1
101600;636;31000;1
101661;750;30000;0
101700;615;20000;0
101942;575;27500;1
101942;595;64000;0
101942;595;0;1
101942;599;0;1
101942;599;27500;1
101942;604;0;1
101942;613;35000;1
101942;616;0;1
101942;617;0;1
101942;619;27000;1
101942;625;21500;1
101942;631;0;0
101942;645;0;0
101942;648;-5000;0
101942;648;0;1
101942;648;-19800;1
101942;651;0;0
101942;651;20000;1
101942;654;0;0
101942;657;0;0
101942;657;23500;1
101942;657;42000;0
101942;659;39000;1
101942;661;-80300;1
101942;662;-31000;1
101942;663;50000;1
101942;669;25900;0
101942;674;25000;1
101942;676;0;1
101942;677;0;0
101942;677;48000;1
101942;679;0;0
101942;680;12000;1
101942;681;0;0
101942;681;0;1
101942;682;41000;0
101942;682;-37000;1
101942;684;0;1
101942;686;0;0
101942;686;2000;1
101942;688;25000;1
101942;689;0;0
101942;689;24000;0
101942;689;55000;0
101942;690;0;0
101942;691;129000;1
101942;691;43000;0
101942;692;24000;0
101942;693;23700;1
101942;693;24000;0
101942;696;28000;0
101942;697;268000;0
101942;698;20000;1
101942;701;268000;0
101942;702;80000;1
101942;706;47500;1
101942;709;0;0
101942;717;58000;0
101942;732;12000;1
101942;733;48000;1
101942;737;40000;0
101942;737;217000;0
